transact_no,symbol,buyer_broker,seller_broker,quantity,rate,amount,date
2026041601043353,HBL,96,50,20,212.90,4258.00,2026-04-16
2026041601043285,HBL,45,34,10,212.20,2122.00,2026-04-16
2026041601043203,HBL,45,16,10,212.20,2122.00,2026-04-16
2026041601043155,HBL,45,41,10,212.20,2122.00,2026-04-16
2026041601043062,HBL,45,35,10,212.20,2122.00,2026-04-16
2026041601042947,HBL,45,62,10,212.20,2122.00,2026-04-16
2026041601043392,HBL,45,45,40,212.10,8484.00,2026-04-16
2026041601043391,HBL,22,45,150,212.10,31815.00,2026-04-16
2026041601043390,HBL,63,45,50,212.10,10605.00,2026-04-16
2026041601043389,HBL,45,45,30,212.20,6366.00,2026-04-16
2026041601043388,HBL,51,45,25,212.50,5312.50,2026-04-16
2026041601043361,HBL,45,40,10,212.20,2122.00,2026-04-16
2026041601043607,HBL,14,42,10,212.00,2120.00,2026-04-16
2026041601043527,HBL,14,68,10,212.00,2120.00,2026-04-16
2026041601043466,HBL,14,22,10,212.00,2120.00,2026-04-16
2026041601043454,HBL,14,40,10,212.00,2120.00,2026-04-16
2026041601043394,HBL,14,45,570,212.00,120840.00,2026-04-16
2026041601043393,HBL,49,45,140,212.00,29680.00,2026-04-16
2026041601043637,HBL,48,53,300,212.00,63600.00,2026-04-16
2026041601043636,HBL,58,53,90,212.00,19080.00,2026-04-16
2026041601043635,HBL,14,53,360,212.00,76320.00,2026-04-16
2026041601043631,HBL,14,56,10,212.00,2120.00,2026-04-16
2026041601043627,HBL,14,28,10,212.00,2120.00,2026-04-16
2026041601043611,HBL,14,17,10,212.00,2120.00,2026-04-16
2026041601043820,HBL,32,58,10,212.00,2120.00,2026-04-16
2026041601043773,HBL,32,35,10,212.00,2120.00,2026-04-16
2026041601043770,HBL,32,57,10,212.00,2120.00,2026-04-16
2026041601043708,HBL,32,53,52,212.00,11024.00,2026-04-16
2026041601043639,HBL,50,53,300,212.00,63600.00,2026-04-16
2026041601043638,HBL,49,53,400,212.00,84800.00,2026-04-16
2026041601044089,HBL,45,6,50,212.30,10615.00,2026-04-16
2026041601044022,HBL,45,53,200,212.30,42460.00,2026-04-16
2026041601043990,HBL,57,53,10,212.20,2122.00,2026-04-16
2026041601043981,HBL,57,4,10,212.20,2122.00,2026-04-16
2026041601043881,HBL,32,58,10,212.00,2120.00,2026-04-16
2026041601043875,HBL,32,38,10,212.00,2120.00,2026-04-16
2026041601044534,HBL,45,54,10,212.10,2121.00,2026-04-16
2026041601044385,HBL,32,6,50,212.00,10600.00,2026-04-16
2026041601044278,HBL,32,58,10,212.00,2120.00,2026-04-16
2026041601044171,HBL,32,35,10,212.00,2120.00,2026-04-16
2026041601044149,HBL,13,44,7,214.00,1498.00,2026-04-16
2026041601044090,HBL,57,6,180,212.20,38196.00,2026-04-16
2026041601044784,HBL,45,80,10,212.10,2121.00,2026-04-16
2026041601044746,HBL,45,53,317,212.10,67235.70,2026-04-16
2026041601044739,HBL,45,56,10,212.10,2121.00,2026-04-16
2026041601044616,HBL,49,59,25,212.60,5315.00,2026-04-16
2026041601044604,HBL,45,42,10,212.10,2121.00,2026-04-16
2026041601044539,HBL,45,49,10,212.10,2121.00,2026-04-16
2026041601045021,HBL,58,59,30,212.60,6378.00,2026-04-16
2026041601044996,HBL,58,53,22,212.20,4668.40,2026-04-16
2026041601044990,HBL,58,40,10,212.20,2122.00,2026-04-16
2026041601044956,HBL,58,22,10,212.20,2122.00,2026-04-16
2026041601044852,HBL,58,7,10,212.20,2122.00,2026-04-16
2026041601044803,HBL,49,59,25,212.60,5315.00,2026-04-16
2026041601045155,HBL,83,34,10,213.00,2130.00,2026-04-16
2026041601045154,HBL,83,17,77,212.90,16393.30,2026-04-16
2026041601045153,HBL,83,50,40,212.90,8516.00,2026-04-16
2026041601045152,HBL,83,58,10,212.60,2126.00,2026-04-16
2026041601045151,HBL,83,95,10,212.60,2126.00,2026-04-16
2026041601045150,HBL,83,59,96,212.60,20409.60,2026-04-16
2026041601045339,HBL,83,21,10,213.00,2130.00,2026-04-16
2026041601045180,HBL,83,62,10,213.00,2130.00,2026-04-16
2026041601045165,HBL,83,58,100,213.00,21300.00,2026-04-16
2026041601045158,HBL,83,58,10,213.00,2130.00,2026-04-16
2026041601045157,HBL,83,34,10,213.00,2130.00,2026-04-16
2026041601045156,HBL,83,22,10,213.00,2130.00,2026-04-16
2026041601045546,HBL,32,58,10,213.80,2138.00,2026-04-16
2026041601045526,HBL,83,59,10,213.00,2130.00,2026-04-16
2026041601045522,HBL,83,46,93,213.00,19809.00,2026-04-16
2026041601045419,HBL,83,42,10,213.00,2130.00,2026-04-16
2026041601045385,HBL,83,45,10,213.00,2130.00,2026-04-16
2026041601045363,HBL,83,34,10,213.00,2130.00,2026-04-16
2026041601045680,HBL,83,58,84,213.00,17892.00,2026-04-16
2026041601045664,HBL,83,6,10,213.00,2130.00,2026-04-16
2026041601045617,HBL,83,48,10,213.00,2130.00,2026-04-16
2026041601045593,HBL,83,50,10,213.00,2130.00,2026-04-16
2026041601045551,HBL,83,26,10,213.00,2130.00,2026-04-16
2026041601045547,HBL,32,43,490,213.80,104762.00,2026-04-16
2026041601045825,HBL,41,42,31,213.00,6603.00,2026-04-16
2026041601045824,HBL,58,42,469,213.00,99897.00,2026-04-16
2026041601045809,HBL,22,57,10,213.00,2130.00,2026-04-16
2026041601045779,HBL,22,38,10,213.00,2130.00,2026-04-16
2026041601045766,HBL,22,58,12,213.00,2556.00,2026-04-16
2026041601045681,HBL,49,58,117,213.00,24921.00,2026-04-16
2026041601046219,HBL,58,17,10,213.00,2130.00,2026-04-16
2026041601046156,HBL,58,39,10,213.00,2130.00,2026-04-16
2026041601046151,HBL,96,34,10,213.00,2130.00,2026-04-16
2026041601045983,HBL,34,46,10,212.60,2126.00,2026-04-16
2026041601045964,HBL,41,58,21,213.00,4473.00,2026-04-16
2026041601045828,HBL,41,58,10,213.00,2130.00,2026-04-16
2026041601046478,HBL,1,38,752,212.20,159574.40,2026-04-16
2026041601046477,HBL,58,38,50,212.20,10610.00,2026-04-16
2026041601046476,HBL,58,38,148,212.20,31405.60,2026-04-16
2026041601046475,HBL,58,38,40,212.60,8504.00,2026-04-16
2026041601046474,HBL,34,38,10,212.60,2126.00,2026-04-16
2026041601046393,HBL,58,58,20,213.00,4260.00,2026-04-16
2026041601047022,HBL,1,38,10,212.20,2122.00,2026-04-16
2026041601046944,HBL,96,25,100,213.00,21300.00,2026-04-16
2026041601046873,HBL,34,25,40,213.00,8520.00,2026-04-16
2026041601046846,HBL,34,38,10,213.00,2130.00,2026-04-16
2026041601046775,HBL,4,58,50,213.30,10665.00,2026-04-16
2026041601046774,HBL,4,58,50,213.00,10650.00,2026-04-16
2026041601047545,HBL,1,49,10,212.20,2122.00,2026-04-16
2026041601047465,HBL,58,25,10,213.00,2130.00,2026-04-16
2026041601047453,HBL,1,89,10,212.20,2122.00,2026-04-16
2026041601047393,HBL,1,48,10,212.20,2122.00,2026-04-16
2026041601047366,HBL,1,58,10,212.20,2122.00,2026-04-16
2026041601047062,HBL,1,34,10,212.20,2122.00,2026-04-16
2026041601047915,HBL,29,74,10,212.90,2129.00,2026-04-16
2026041601047884,HBL,57,29,36,212.30,7642.80,2026-04-16
2026041601047837,HBL,57,45,10,212.30,2123.00,2026-04-16
2026041601047759,HBL,1,7,10,212.20,2122.00,2026-04-16
2026041601047670,HBL,1,32,10,212.20,2122.00,2026-04-16
2026041601047666,HBL,1,57,10,212.20,2122.00,2026-04-16
2026041601048132,HBL,3,62,10,212.90,2129.00,2026-04-16
2026041601048125,HBL,3,48,10,212.90,2129.00,2026-04-16
2026041601048122,HBL,3,66,10,212.90,2129.00,2026-04-16
2026041601048070,HBL,57,25,100,213.00,21300.00,2026-04-16
2026041601047948,HBL,3,42,10,212.90,2129.00,2026-04-16
2026041601047916,HBL,29,48,1,213.00,213.00,2026-04-16
2026041601048351,HBL,41,58,10,213.00,2130.00,2026-04-16
2026041601048350,HBL,41,34,10,213.00,2130.00,2026-04-16
2026041601048349,HBL,41,33,10,213.00,2130.00,2026-04-16
2026041601048348,HBL,41,25,735,213.00,156555.00,2026-04-16
2026041601048342,HBL,58,25,15,213.00,3195.00,2026-04-16
2026041601048204,HBL,3,58,60,212.90,12774.00,2026-04-16
2026041601048610,HBL,39,49,10,213.00,2130.00,2026-04-16
2026041601048609,HBL,39,46,10,213.00,2130.00,2026-04-16
2026041601048470,HBL,36,40,10,212.50,2125.00,2026-04-16
2026041601048404,HBL,41,49,10,213.00,2130.00,2026-04-16
2026041601048353,HBL,41,42,10,213.00,2130.00,2026-04-16
2026041601048352,HBL,41,49,10,213.00,2130.00,2026-04-16
2026041601049007,HBL,52,35,10,213.00,2130.00,2026-04-16
2026041601048979,HBL,52,49,10,213.00,2130.00,2026-04-16
2026041601048926,HBL,52,66,10,213.00,2130.00,2026-04-16
2026041601048877,HBL,52,41,10,213.00,2130.00,2026-04-16
2026041601048612,HBL,39,14,70,213.70,14959.00,2026-04-16
2026041601048611,HBL,39,48,10,213.40,2134.00,2026-04-16
2026041701045843,HBL,65,42,10,213.00,2130.00,2026-04-17
2026041701045758,HBL,43,14,183,212.80,38942.40,2026-04-17
2026041701045757,HBL,20,14,117,213.00,24921.00,2026-04-17
2026041701045668,HBL,20,38,10,213.00,2130.00,2026-04-17
2026041701045667,HBL,20,58,10,213.00,2130.00,2026-04-17
2026041701045666,HBL,20,58,10,213.00,2130.00,2026-04-17
2026041701026989,HBL,22,22,10,211.90,2119.00,2026-04-17
2026041701026988,HBL,22,35,10,211.90,2119.00,2026-04-17
2026041701026995,HBL,22,35,10,212.00,2120.00,2026-04-17
2026041701026994,HBL,22,41,10,212.00,2120.00,2026-04-17
2026041701026993,HBL,22,45,10,212.00,2120.00,2026-04-17
2026041701026992,HBL,22,25,10,212.00,2120.00,2026-04-17
2026041701026991,HBL,22,16,10,212.00,2120.00,2026-04-17
2026041701026990,HBL,22,51,500,212.00,106000.00,2026-04-17
2026041701027001,HBL,22,38,10,212.00,2120.00,2026-04-17
2026041701027000,HBL,22,68,100,212.00,21200.00,2026-04-17
2026041701026999,HBL,22,49,10,212.00,2120.00,2026-04-17
2026041701026998,HBL,22,7,10,212.00,2120.00,2026-04-17
2026041701026997,HBL,22,64,10,212.00,2120.00,2026-04-17
2026041701026996,HBL,22,38,10,212.00,2120.00,2026-04-17
2026041701027007,HBL,22,35,10,212.00,2120.00,2026-04-17
2026041701027006,HBL,22,35,10,212.00,2120.00,2026-04-17
2026041701027005,HBL,22,58,10,212.00,2120.00,2026-04-17
2026041701027004,HBL,22,49,10,212.00,2120.00,2026-04-17
2026041701027003,HBL,22,58,10,212.00,2120.00,2026-04-17
2026041701027002,HBL,22,4,75,212.00,15900.00,2026-04-17
2026041701027076,HBL,72,42,10,211.00,2110.00,2026-04-17
2026041701027012,HBL,22,58,370,212.00,78440.00,2026-04-17
2026041701027011,HBL,22,58,10,212.00,2120.00,2026-04-17
2026041701027010,HBL,22,52,10,212.00,2120.00,2026-04-17
2026041701027009,HBL,22,35,10,212.00,2120.00,2026-04-17
2026041701027008,HBL,22,58,10,212.00,2120.00,2026-04-17
2026041701027444,HBL,32,45,10,212.00,2120.00,2026-04-17
2026041701027443,HBL,32,45,10,212.00,2120.00,2026-04-17
2026041701027442,HBL,32,58,100,212.00,21200.00,2026-04-17
2026041701027354,HBL,41,49,10,211.20,2112.00,2026-04-17
2026041701027242,HBL,32,38,10,211.10,2111.00,2026-04-17
2026041701027177,HBL,32,42,10,211.10,2111.00,2026-04-17
2026041701027553,HBL,22,58,10,212.90,2129.00,2026-04-17
2026041701027552,HBL,22,50,507,212.90,107940.30,2026-04-17
2026041701027551,HBL,22,57,10,212.50,2125.00,2026-04-17
2026041701027550,HBL,22,36,43,212.50,9137.50,2026-04-17
2026041701027549,HBL,22,16,66,212.30,14011.80,2026-04-17
2026041701027548,HBL,22,35,700,212.20,148540.00,2026-04-17
2026041701027559,HBL,22,49,10,213.00,2130.00,2026-04-17
2026041701027558,HBL,22,34,10,213.00,2130.00,2026-04-17
2026041701027557,HBL,22,42,10,213.00,2130.00,2026-04-17
2026041701027556,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027555,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027554,HBL,22,1,322,213.00,68586.00,2026-04-17
2026041701027565,HBL,22,80,10,213.00,2130.00,2026-04-17
2026041701027564,HBL,22,56,54,213.00,11502.00,2026-04-17
2026041701027563,HBL,22,4,10,213.00,2130.00,2026-04-17
2026041701027562,HBL,22,38,10,213.00,2130.00,2026-04-17
2026041701027561,HBL,22,52,43,213.00,9159.00,2026-04-17
2026041701027560,HBL,22,49,10,213.00,2130.00,2026-04-17
2026041701027571,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027570,HBL,22,76,10,213.00,2130.00,2026-04-17
2026041701027569,HBL,22,56,10,213.00,2130.00,2026-04-17
2026041701027568,HBL,22,62,10,213.00,2130.00,2026-04-17
2026041701027567,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027566,HBL,22,22,100,213.00,21300.00,2026-04-17
2026041701027746,HBL,22,49,10,213.00,2130.00,2026-04-17
2026041701027745,HBL,22,76,10,213.00,2130.00,2026-04-17
2026041701027744,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027743,HBL,22,40,10,213.00,2130.00,2026-04-17
2026041701027676,HBL,32,58,10,212.00,2120.00,2026-04-17
2026041701027590,HBL,32,42,10,212.00,2120.00,2026-04-17
2026041701027752,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027751,HBL,22,58,10,213.00,2130.00,2026-04-17
2026041701027750,HBL,22,13,10,213.00,2130.00,2026-04-17
2026041701027749,HBL,22,45,10,213.00,2130.00,2026-04-17
2026041701027748,HBL,22,8,10,213.00,2130.00,2026-04-17
2026041701027747,HBL,22,49,10,213.00,2130.00,2026-04-17
2026041701028157,HBL,32,51,10,212.00,2120.00,2026-04-17
2026041701028136,HBL,32,7,10,212.00,2120.00,2026-04-17
2026041701028086,HBL,58,53,43,213.00,9159.00,2026-04-17
2026041701027893,HBL,13,53,100,213.00,21300.00,2026-04-17
2026041701027754,HBL,22,53,950,213.00,202350.00,2026-04-17
2026041701027753,HBL,22,58,950,213.00,202350.00,2026-04-17
2026041701028789,HBL,49,51,10,212.40,2124.00,2026-04-17
2026041701028585,HBL,72,8,10,212.10,2121.00,2026-04-17
2026041701028413,HBL,32,45,10,212.00,2120.00,2026-04-17
2026041701028359,HBL,32,42,10,212.00,2120.00,2026-04-17
2026041701028259,HBL,32,58,10,212.00,2120.00,2026-04-17
2026041701028159,HBL,32,58,10,212.00,2120.00,2026-04-17
2026041701028951,HBL,36,45,10,212.20,2122.00,2026-04-17
2026041701028933,HBL,36,42,10,212.20,2122.00,2026-04-17
2026041701028886,HBL,36,58,10,212.20,2122.00,2026-04-17
2026041701028870,HBL,36,35,10,212.20,2122.00,2026-04-17
2026041701028802,HBL,36,52,10,212.20,2122.00,2026-04-17
2026041701028790,HBL,49,53,90,213.00,19170.00,2026-04-17
2026041701029308,HBL,36,58,10,212.20,2122.00,2026-04-17
2026041701029300,HBL,36,58,10,212.20,2122.00,2026-04-17
2026041701029270,HBL,49,28,10,212.40,2124.00,2026-04-17
2026041701029134,HBL,36,94,10,212.20,2122.00,2026-04-17
2026041701029062,HBL,36,42,10,212.20,2122.00,2026-04-17
2026041701028956,HBL,36,17,10,212.20,2122.00,2026-04-17
2026041701029476,HBL,38,36,10,212.20,2122.00,2026-04-17
2026041701029429,HBL,38,22,94,212.20,19946.80,2026-04-17
2026041701029428,HBL,36,22,116,212.20,24615.20,2026-04-17
2026041701029426,HBL,36,49,10,212.20,2122.00,2026-04-17
2026041701029390,HBL,36,57,10,212.20,2122.00,2026-04-17
2026041701029366,HBL,36,6,10,212.20,2122.00,2026-04-17
2026041701029621,HBL,38,58,10,212.20,2122.00,2026-04-17
2026041701029611,HBL,38,38,10,212.20,2122.00,2026-04-17
2026041701029590,HBL,38,58,10,212.20,2122.00,2026-04-17
2026041701029530,HBL,38,34,10,212.20,2122.00,2026-04-17
2026041701029500,HBL,38,72,10,212.20,2122.00,2026-04-17
2026041701029490,HBL,38,17,10,212.20,2122.00,2026-04-17
2026041701029845,HBL,72,45,10,212.10,2121.00,2026-04-17
2026041701029829,HBL,72,3,194,212.10,41147.40,2026-04-17
2026041701029828,HBL,38,3,1306,212.20,277133.20,2026-04-17
2026041701029812,HBL,38,37,10,212.20,2122.00,2026-04-17
2026041701029707,HBL,38,7,10,212.20,2122.00,2026-04-17
2026041701029686,HBL,38,6,10,212.20,2122.00,2026-04-17
2026041701029858,HBL,22,45,190,213.00,40470.00,2026-04-17
2026041701029857,HBL,22,62,10,213.00,2130.00,2026-04-17
2026041701029856,HBL,22,53,317,213.00,67521.00,2026-04-17
2026041701029855,HBL,22,25,300,212.90,63870.00,2026-04-17
2026041701029854,HBL,22,58,10,212.50,2125.00,2026-04-17
2026041701029853,HBL,22,28,10,212.50,2125.00,2026-04-17
2026041701029885,HBL,72,51,10,212.10,2121.00,2026-04-17
2026041701029863,HBL,22,7,113,213.00,24069.00,2026-04-17
2026041701029862,HBL,22,49,20,213.00,4260.00,2026-04-17
2026041701029861,HBL,22,52,10,213.00,2130.00,2026-04-17
2026041701029860,HBL,22,45,10,213.00,2130.00,2026-04-17
2026041701029859,HBL,22,42,10,213.00,2130.00,2026-04-17
2026041701030041,HBL,58,14,12,212.10,2545.20,2026-04-17
2026041701030040,HBL,72,14,36,212.10,7635.60,2026-04-17
2026041701029992,HBL,72,38,10,212.10,2121.00,2026-04-17
2026041701029954,HBL,72,58,10,212.10,2121.00,2026-04-17
2026041701029942,HBL,72,49,10,212.10,2121.00,2026-04-17
2026041701029934,HBL,72,58,10,212.10,2121.00,2026-04-17
2026041701030153,HBL,6,19,10,212.00,2120.00,2026-04-17
2026041701030149,HBL,6,13,10,212.00,2120.00,2026-04-17
2026041701030128,HBL,6,58,10,212.00,2120.00,2026-04-17
2026041701030084,HBL,6,58,10,212.00,2120.00,2026-04-17
2026041701030043,HBL,6,14,22,212.00,4664.00,2026-04-17
2026041701030042,HBL,32,14,250,212.00,53000.00,2026-04-17
2026041701030474,HBL,57,58,10,213.00,2130.00,2026-04-17
2026041701030386,HBL,49,7,87,213.00,18531.00,2026-04-17
2026041701030385,HBL,49,38,10,212.80,2128.00,2026-04-17
2026041701030273,HBL,6,45,10,212.00,2120.00,2026-04-17
2026041701030233,HBL,22,7,1000,212.80,212800.00,2026-04-17
2026041701030193,HBL,6,58,10,212.00,2120.00,2026-04-17
2026041701030610,HBL,58,45,10,212.00,2120.00,2026-04-17
2026041701030574,HBL,19,45,10,212.00,2120.00,2026-04-17
2026041701030558,HBL,6,44,10,212.00,2120.00,2026-04-17
2026041701030513,HBL,6,96,10,212.00,2120.00,2026-04-17
2026041701030486,HBL,6,34,10,212.00,2120.00,2026-04-17
2026041701030475,HBL,57,75,10,213.00,2130.00,2026-04-17
2026041701030768,HBL,58,32,10,212.00,2120.00,2026-04-17
2026041701030747,HBL,58,45,10,212.00,2120.00,2026-04-17
2026041701030743,HBL,58,80,10,212.00,2120.00,2026-04-17
2026041701030737,HBL,58,58,10,212.00,2120.00,2026-04-17
2026041701030685,HBL,58,58,10,212.00,2120.00,2026-04-17
2026041701030656,HBL,58,38,10,212.00,2120.00,2026-04-17
2026041701030904,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701030856,HBL,58,22,20,213.00,4260.00,2026-04-17
2026041701030855,HBL,58,42,10,213.00,2130.00,2026-04-17
2026041701030854,HBL,58,58,10,213.00,2130.00,2026-04-17
2026041701030853,HBL,58,75,20,213.00,4260.00,2026-04-17
2026041701030769,HBL,58,38,10,212.00,2120.00,2026-04-17
2026041701031035,HBL,21,22,30,213.00,6390.00,2026-04-17
2026041701031015,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701031010,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701030958,HBL,29,57,10,212.10,2121.00,2026-04-17
2026041701030914,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701030913,HBL,29,14,10,212.10,2121.00,2026-04-17
2026041701033071,HBL,36,7,10,212.50,2125.00,2026-04-17
2026041701033022,HBL,36,66,10,212.50,2125.00,2026-04-17
2026041701032883,HBL,19,41,10,212.40,2124.00,2026-04-17
2026041701031155,HBL,19,34,10,212.20,2122.00,2026-04-17
2026041701031108,HBL,19,77,10,212.20,2122.00,2026-04-17
2026041701031037,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701033439,HBL,19,35,10,213.00,2130.00,2026-04-17
2026041701033384,HBL,36,35,10,212.50,2125.00,2026-04-17
2026041701033367,HBL,36,42,10,212.50,2125.00,2026-04-17
2026041701033325,HBL,36,58,10,212.50,2125.00,2026-04-17
2026041701033127,HBL,36,58,10,212.50,2125.00,2026-04-17
2026041701033118,HBL,36,4,10,212.50,2125.00,2026-04-17
2026041701033659,HBL,19,49,10,213.00,2130.00,2026-04-17
2026041701033658,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033657,HBL,19,34,20,213.00,4260.00,2026-04-17
2026041701033567,HBL,36,49,10,212.50,2125.00,2026-04-17
2026041701033441,HBL,19,34,185,213.00,39405.00,2026-04-17
2026041701033440,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033665,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033664,HBL,19,49,10,213.00,2130.00,2026-04-17
2026041701033663,HBL,19,16,10,213.00,2130.00,2026-04-17
2026041701033662,HBL,19,48,10,213.00,2130.00,2026-04-17
2026041701033661,HBL,19,38,10,213.00,2130.00,2026-04-17
2026041701033660,HBL,19,38,10,213.00,2130.00,2026-04-17
2026041701033671,HBL,19,38,10,213.00,2130.00,2026-04-17
2026041701033670,HBL,19,49,10,213.00,2130.00,2026-04-17
2026041701033669,HBL,19,8,10,213.00,2130.00,2026-04-17
2026041701033668,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033667,HBL,19,7,10,213.00,2130.00,2026-04-17
2026041701033666,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033677,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033676,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033675,HBL,19,29,10,213.00,2130.00,2026-04-17
2026041701033674,HBL,19,58,10,213.00,2130.00,2026-04-17
2026041701033673,HBL,19,62,10,213.00,2130.00,2026-04-17
2026041701033672,HBL,19,34,10,213.00,2130.00,2026-04-17
2026041701034243,HBL,36,6,10,212.50,2125.00,2026-04-17
2026041701034076,HBL,36,35,10,212.50,2125.00,2026-04-17
2026041701033963,HBL,36,32,10,212.50,2125.00,2026-04-17
2026041701033892,HBL,36,58,10,212.50,2125.00,2026-04-17
2026041701033679,HBL,19,44,10,213.00,2130.00,2026-04-17
2026041701033678,HBL,19,38,10,213.00,2130.00,2026-04-17
2026041701034690,HBL,36,34,10,212.50,2125.00,2026-04-17
2026041701034546,HBL,36,49,10,212.50,2125.00,2026-04-17
2026041701034508,HBL,49,38,10,213.00,2130.00,2026-04-17
2026041701034507,HBL,49,49,10,213.00,2130.00,2026-04-17
2026041701034447,HBL,36,62,10,212.50,2125.00,2026-04-17
2026041701034372,HBL,36,41,10,212.50,2125.00,2026-04-17
2026041701034830,HBL,42,45,10,213.00,2130.00,2026-04-17
2026041701034809,HBL,36,58,10,212.50,2125.00,2026-04-17
2026041701034731,HBL,36,52,10,212.50,2125.00,2026-04-17
2026041701034702,HBL,14,58,20,213.30,4266.00,2026-04-17
2026041701034701,HBL,14,26,10,213.20,2132.00,2026-04-17
2026041701034700,HBL,14,38,10,213.00,2130.00,2026-04-17
2026041701034916,HBL,49,49,10,212.50,2125.00,2026-04-17
2026041701034869,HBL,49,35,10,212.50,2125.00,2026-04-17
2026041701034868,HBL,38,35,20,212.50,4250.00,2026-04-17
2026041701034867,HBL,49,35,480,212.50,102000.00,2026-04-17
2026041701034866,HBL,36,35,320,212.50,68000.00,2026-04-17
2026041701034865,HBL,58,35,1000,212.60,212600.00,2026-04-17
2026041701035195,HBL,49,80,10,212.50,2125.00,2026-04-17
2026041701035180,HBL,49,7,10,212.50,2125.00,2026-04-17
2026041701035089,HBL,49,42,10,212.50,2125.00,2026-04-17
2026041701035052,HBL,49,26,10,212.50,2125.00,2026-04-17
2026041701034988,HBL,49,42,10,212.50,2125.00,2026-04-17
2026041701034933,HBL,49,58,10,212.50,2125.00,2026-04-17
2026041701035542,HBL,51,58,10,212.60,2126.00,2026-04-17
2026041701035531,HBL,51,38,10,212.60,2126.00,2026-04-17
2026041701035506,HBL,51,37,320,212.60,68032.00,2026-04-17
2026041701035505,HBL,14,37,180,212.60,38268.00,2026-04-17
2026041701035433,HBL,14,40,10,212.60,2126.00,2026-04-17
2026041701035424,HBL,14,54,10,212.60,2126.00,2026-04-17
2026041701035734,HBL,39,3,47,212.70,9996.90,2026-04-17
2026041701035708,HBL,51,54,10,212.60,2126.00,2026-04-17
2026041701035681,HBL,51,35,500,212.60,106300.00,2026-04-17
2026041701035573,HBL,41,25,100,213.00,21300.00,2026-04-17
2026041701035572,HBL,41,94,10,213.00,2130.00,2026-04-17
2026041701035566,HBL,51,32,10,212.60,2126.00,2026-04-17
2026041701035885,HBL,35,53,15,213.00,3195.00,2026-04-17
2026041701035884,HBL,35,41,10,213.00,2130.00,2026-04-17
2026041701035863,HBL,51,39,10,212.60,2126.00,2026-04-17
2026041701035808,HBL,51,58,50,212.60,10630.00,2026-04-17
2026041701035737,HBL,51,58,10,212.60,2126.00,2026-04-17
2026041701035735,HBL,51,3,930,212.60,197718.00,2026-04-17
2026041701035954,HBL,49,58,10,212.60,2126.00,2026-04-17
2026041701035942,HBL,49,35,853,212.60,181347.80,2026-04-17
2026041701035908,HBL,49,41,10,212.60,2126.00,2026-04-17
2026041701035904,HBL,49,74,70,212.60,14882.00,2026-04-17
2026041701035903,HBL,51,74,70,212.60,14882.00,2026-04-17
2026041701035886,HBL,35,57,175,213.00,37275.00,2026-04-17
2026041701036186,HBL,5,25,10,212.60,2126.00,2026-04-17
2026041701036185,HBL,49,25,427,212.60,90780.20,2026-04-17
2026041701036071,HBL,49,58,10,212.60,2126.00,2026-04-17
2026041701036069,HBL,49,25,600,212.60,127560.00,2026-04-17
2026041701036047,HBL,49,52,10,212.60,2126.00,2026-04-17
2026041701035958,HBL,49,56,10,212.60,2126.00,2026-04-17
2026041701036533,HBL,13,35,340,212.50,72250.00,2026-04-17
2026041701036518,HBL,58,25,40,212.60,8504.00,2026-04-17
2026041701036456,HBL,13,57,10,212.50,2125.00,2026-04-17
2026041701036421,HBL,49,54,10,212.50,2125.00,2026-04-17
2026041701036369,HBL,49,42,10,212.50,2125.00,2026-04-17
2026041701036342,HBL,49,57,10,212.50,2125.00,2026-04-17
2026041701036755,HBL,88,13,50,212.20,10610.00,2026-04-17
2026041701036754,HBL,29,13,90,212.20,19098.00,2026-04-17
2026041701036584,HBL,29,34,10,212.20,2122.00,2026-04-17
2026041701036557,HBL,29,49,10,212.20,2122.00,2026-04-17
2026041701036535,HBL,29,35,90,212.20,19098.00,2026-04-17
2026041701036534,HBL,58,35,70,212.40,14868.00,2026-04-17
2026041701037100,HBL,29,42,10,212.10,2121.00,2026-04-17
2026041701037095,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701037018,HBL,29,14,74,212.10,15695.40,2026-04-17
2026041701036965,HBL,29,6,10,212.10,2121.00,2026-04-17
2026041701036911,HBL,29,58,10,212.10,2121.00,2026-04-17
2026041701036756,HBL,29,13,860,212.10,182406.00,2026-04-17
2026041701037313,HBL,29,58,10,212.10,2121.00,2026-04-17
